,patent_id,Grant-date,Appli-date,CPC,Inventor,Cited,Citing,year,month,month_year,Qt
12329057,20180051298,2018-02-22,2017-11-02,C07K 14/715 20130101+C07K 14/47 20130101+C12N 2800/90 20130101+C12N 2800/30 20130101+C12N 2750/14143 20130101+C12N 15/8509 20130101+C12N 15/8771 20130101+A01K 67/0275 20130101+C12N 15/907 20130101+C12N 15/85 20130101+C12N 15/8778 20130101,2.0,,,2017,11,2017-11,4
12332065,20180057810,2018-03-01,2017-03-24,C12N 15/1024 20130101+C12N 15/113 20130101+C12N 9/22 20130101+C12N 15/63 20130101+A61K 48/005 20130101+C12N 15/907 20130101+C12Q 1/6876 20130101+C12N 2310/20 20170501+C12N 2310/16 20130101,4.0,,,2017,3,2017-03,1
12332272,20180057842,2018-03-01,2015-11-10,C12N 15/907 20130101+C12N 15/85 20130101+C12N 5/10 20130101+A01K 2217/072 20130101+A01K 2267/0393 20130101+C12N 2800/24 20130101+C12N 2830/002 20130101+C12N 2840/107 20130101+C12N 2840/203 20130101,4.0,,,2015,11,2015-11,4
12342871,20180066258,2018-03-08,2017-10-17,C12N 15/113 20130101+C12N 15/907 20130101+C12N 2310/20 20170501+C12N 2310/3519 20130101,1.0,,,2017,10,2017-10,4
12347221,20180073002,2018-03-15,2016-04-08,C12N 9/22 20130101+C12N 13/00 20130101+C12N 15/907 20130101+A61K 48/005 20130101,4.0,,,2016,4,2016-04,2
12348976,20180072999,2018-03-15,2017-09-07,C12N 2800/90 20130101+C12N 9/22 20130101+C12N 9/1241 20130101+C12N 15/85 20130101+C12N 15/81 20130101+C12N 15/79 20130101+C12N 15/907 20130101,1.0,,,2017,9,2017-09,3
12354835,20180080051,2018-03-22,2016-03-31,C12N 15/907 20130101+C12N 9/22 20130101+C12N 9/1241 20130101+C07K 2319/80 20130101+C07K 2319/81 20130101+C12N 2800/80 20130101+C12N 2800/30 20130101,3.0,,,2016,3,2016-03,1
12362946,20180087072,2018-03-29,2017-08-24,C12N 15/907 20130101+C12N 9/22 20130101+C07K 2319/81 20130101,2.0,,,2017,8,2017-08,3
12368691,20180094243,2018-04-05,2016-04-04,C12N 5/0635 20130101+C12N 15/907 20130101+C12N 15/102 20130101+C07K 16/241 20130101+C07K 2317/76 20130101+C12N 2800/80 20130101+C12N 2510/02 20130101+A61K 2039/5156 20130101+C07K 2317/21 20130101+C12N 2310/20 20170501,2.0,,,2016,4,2016-04,2
12369035,20180095076,2018-04-05,2017-05-03,C12N 15/907 20130101+C07K 2317/622 20130101+G01N 33/542 20130101+C07K 16/00 20130101+G01N 33/573 20130101+C07K 2317/56 20130101,1.0,,,2017,5,2017-05,2
12369585,20180094257,2018-04-05,2017-09-13,C12N 15/11 20130101+C12N 9/22 20130101+C12N 15/907 20130101+C12N 2310/531 20130101+C12N 2310/20 20170501+C12N 2800/80 20130101,3.0,,,2017,9,2017-09,3
12375622,20180100167,2018-04-12,2017-10-06,C12N 15/907 20130101+C12N 9/1077 20130101+C12Y 204/02008 20130101+C12N 15/11 20130101+C12N 2310/20 20170501,2.0,,,2017,10,2017-10,4
12380617,20180105564,2018-04-19,2017-05-31,G01N 33/582 20130101+G01N 33/5041 20130101+G01N 33/5035 20130101+C12N 15/907 20130101+C07K 14/4705 20130101+C07K 2319/72 20130101+C07K 2319/70 20130101+C07K 2319/60 20130101+C12N 2799/027 20130101,3.0,,,2017,5,2017-05,2
12386832,20180110877,2018-04-26,2016-04-26,A61K 48/0058 20130101+C12N 15/111 20130101+C12N 15/113 20130101+C12N 15/86 20130101+C12N 15/907 20130101+A61P 1/16 20180101+C12N 9/22 20130101+C12N 2310/20 20170501+C12N 2750/14143 20130101+C12N 2830/008 20130101,3.0,,,2016,4,2016-04,2
12386862,20180112235,2018-04-26,2016-04-13,C12N 15/907 20130101+C12N 15/11 20130101+C12N 9/22 20130101+C12N 9/96 20130101+C12N 5/0636 20130101+C12N 5/0652 20130101+C12N 5/0646 20130101+A61K 35/17 20130101+A61K 35/33 20130101+A61P 35/00 20180101+A61K 48/00 20130101+C12N 2510/00 20130101,2.0,,,2016,4,2016-04,2
12389670,20180110808,2018-04-26,2017-12-13,C12N 9/22 20130101+A61K 38/46 20130101+C07K 2319/81 20130101+A61K 48/005 20130101+A61K 38/465 20130101+C12N 15/907 20130101+A61K 35/28 20130101+A61K 48/00 20130101,1.0,,,2017,12,2017-12,4
12390366,20180112234,2018-04-26,2017-03-13,C12N 15/907 20130101+C12N 9/22 20130101+C12N 15/11 20130101+C12N 2830/005 20130101+C12N 7/00 20130101+C12N 2310/20 20170501+C12N 15/86 20130101,2.0,,,2017,3,2017-03,1
12393884,20180119174,2018-05-03,2016-05-12,C12N 15/907 20130101+A61K 38/465 20130101+C12N 15/8616 20130101+A61K 48/005 20130101+C12N 7/045 20130101+C12N 15/113 20130101+A61P 35/00 20180101+C12N 2750/14143 20130101+C12N 2800/80 20130101+C12N 2310/20 20170501,5.0,,,2016,5,2016-05,2
12394949,20180119140,2018-05-03,2017-10-03,C12N 15/11 20130101+C12N 9/22 20130101+C12N 9/96 20130101+C12N 15/907 20130101+C12N 2310/20 20170501+C12N 2320/51 20130101+C12N 2310/321 20130101+C12N 2310/315 20130101,8.0,,,2017,10,2017-10,4
12397043,20180119121,2018-05-03,2017-11-02,C12N 2310/20 20170501+C12N 15/86 20130101+C12Y 301/21004 20130101+C07K 2319/80 20130101+C07K 14/47 20130101+C12N 15/82 20130101+C12N 15/81 20130101+C12N 9/16 20130101+A61K 48/005 20130101+C12N 15/902 20130101+A61K 38/00 20130101+C07K 2319/85 20130101+C07K 2319/71 20130101+C07K 2319/60 20130101+C12N 15/74 20130101+C12N 9/22 20130101+C07K 2319/09 20130101+C12N 15/70 20130101+C12N 15/62 20130101+C07K 14/245 20130101+C07K 2319/22 20130101+C12N 15/907 20130101+C12N 15/66 20130101,2.0,,,2017,11,2017-11,4
12397624,20180119175,2018-05-03,2017-12-19,C12N 15/90 20130101+C12N 2320/30 20130101+C12N 15/907 20130101+C07K 2/00 20130101+C12N 9/22 20130101+C12N 15/11 20130101+C12Y 301/21004 20130101+C12N 15/902 20130101+C07K 2319/81 20130101,8.0,,,2017,12,2017-12,4
12401605,20180127785,2018-05-10,2016-05-13,C12N 15/907 20130101+C12N 9/22 20130101+C07K 14/43504 20130101+C12N 15/11 20130101+C12N 2310/20 20170501+C07K 2319/60 20130101+C07K 2319/81 20130101+C12N 2800/80 20130101,3.0,,,2016,5,2016-05,2
12402911,20180127786,2018-05-10,2017-09-25,C12N 15/907 20130101+C12N 15/11 20130101+C12N 9/22 20130101+C12N 2800/80 20130101+A61K 48/00 20130101+C12N 2310/20 20170501,5.0,,,2017,9,2017-09,3
12404977,20180127787,2018-05-10,2017-12-01,C12N 15/907 20130101+C12N 15/8509 20130101+C12N 15/11 20130101+C12N 9/22 20130101+C12N 9/96 20130101+A01K 67/0276 20130101+A01K 67/0278 20130101+C12N 2310/20 20170501+A01K 2227/105 20130101+A01K 2217/203 20130101+A01K 2217/058 20130101,3.0,,,2017,12,2017-12,4
12405034,20180127745,2018-05-10,2017-12-14,C12N 15/1065 20130101+C12N 15/1082 20130101+C12N 15/11 20130101+C12N 9/22 20130101+C12N 9/96 20130101+C12N 15/907 20130101+C12N 7/00 20130101+C12N 2310/20 20170501+C12N 2750/14143 20130101+C12N 2740/15043 20130101+C12N 2310/531 20130101,4.0,,,2017,12,2017-12,4
12408731,20180135109,2018-05-17,2016-04-25,C12Q 1/6811 20130101+C12N 9/22 20130101+C12N 15/11 20130101+C12N 15/907 20130101+C12N 2320/11 20130101+C12N 2800/80 20130101+C12N 2310/20 20170501,2.0,,,2016,4,2016-04,2
12410042,20180134759,2018-05-17,2017-07-19,G01N 33/582 20130101+G01N 33/5041 20130101+G01N 33/5035 20130101+C12N 15/907 20130101+C07K 14/4705 20130101+C07K 2319/72 20130101+C07K 2319/70 20130101+C07K 2319/60 20130101+C12N 2799/027 20130101,5.0,,,2017,7,2017-07,3
12412010,20180135080,2018-05-17,2017-11-15,C12N 15/907 20130101+C12N 15/102 20130101+C12Q 1/6816 20130101+C12N 15/11 20130101+C12N 2800/80 20130101+C12N 2310/20 20170501+C12N 2320/11 20130101,3.0,,,2017,11,2017-11,4
12419002,20180142262,2018-05-24,2017-11-22,C12N 15/907 20130101+C12N 5/0656 20130101+C12N 5/0696 20130101+C12N 5/0629 20130101+C07K 14/78 20130101+C12N 2510/00 20130101+C12N 2506/1307 20130101+C12N 2500/38 20130101+C12N 2501/155 20130101+C12N 2501/727 20130101+C12N 2500/90 20130101+C12N 2502/28 20130101+C12N 2506/45 20130101,4.0,,,2017,11,2017-11,4
12419275,20180142263,2018-05-24,2017-12-18,C12N 15/8213 20130101+C12N 15/907 20130101+C12N 15/63 20130101,2.0,,,2017,12,2017-12,4
12419798,20180139941,2018-05-24,2018-01-10,C12N 2015/8518 20130101+C12N 2015/8572 20130101+C12N 15/907 20130101+C07K 16/2809 20130101+C07K 16/2887 20130101+G01N 33/5088 20130101+C12N 2800/30 20130101+C07K 2319/00 20130101+A01K 2267/0387 20130101+A01K 2267/0381 20130101+A01K 2217/072 20130101+A01K 2207/15 20130101+C12N 15/902 20130101+C07K 14/70596 20130101+C07K 14/70503 20130101+C12Y 301/03048 20130101+C12N 9/16 20130101+A01K 2227/105 20130101+A61K 49/0008 20130101+G01N 2500/10 20130101+G01N 33/5011 20130101+G01N 2500/04 20130101+A01K 67/0278 20130101+A01K 2227/10 20130101+C12N 2015/8527 20130101+A01K 2207/12 20130101+A01K 2267/01 20130101+A01K 2217/054 20130101+A01K 2217/052 20130101+C12N 15/89 20130101+A01K 2217/05 20130101+A01K 2267/0331 20130101+C12N 15/8509 20130101+C07K 2317/31 20130101,4.0,,,2018,1,2018-01,1
12426110,20180148740,2018-05-31,2018-01-16,C12N 2320/30 20130101+C12N 15/11 20130101+C07K 2/00 20130101+C12N 15/902 20130101+C12N 9/22 20130101+C07K 2319/81 20130101+C12N 15/907 20130101+C12Y 301/21004 20130101+C12N 15/90 20130101,8.0,,,2018,1,2018-01,1
12433067,20180153146,2018-06-07,2017-12-20,C12N 9/2465 20130101+C12N 9/22 20130101+A01K 2217/00 20130101+A01K 2217/15 20130101+A01K 2227/108 20130101+A01K 2267/025 20130101+C07K 2319/80 20130101+A01K 2217/075 20130101+C12N 15/907 20130101+A61K 35/407 20130101+C12N 15/8509 20130101+C12N 9/1048 20130101+A01K 67/0276 20130101+C12N 9/0071 20130101+C12N 15/8778 20130101,1.0,,,2017,12,2017-12,4
12437968,20180163265,2018-06-14,2017-06-19,C12Q 1/6855 20130101+C12Q 1/6869 20130101+C12N 15/907 20130101+C12Q 1/6848 20130101+C12N 15/11 20130101+C12N 9/22 20130101+C12N 9/96 20130101+C12Q 1/6876 20130101+C12N 2310/20 20170501+C12N 2320/11 20130101+C12N 2800/80 20130101,6.0,,,2017,6,2017-06,2
12438670,20180163233,2018-06-14,2017-10-13,C12N 9/93 20130101+C12Y 603/01002 20130101+C12Y 105/01003 20130101+C12Y 301/04 20130101+C12N 9/22 20130101+C12N 9/003 20130101+C12N 15/907 20130101,3.0,,,2017,10,2017-10,4
12442476,20180170985,2018-06-21,2015-03-20,C07K 14/4705 20130101+C12N 15/102 20130101+C12N 15/113 20130101+C12N 15/63 20130101+C12N 15/907 20130101+C12N 9/22 20130101+C07K 2319/80 20130101+C12N 2310/20 20170501+A61K 48/0066 20130101,3.0,,,2015,3,2015-03,1
12444918,20180171028,2018-06-21,2016-05-13,C07K 16/32 20130101+C12N 15/1137 20130101+C12N 9/22 20130101+C12N 15/907 20130101+C07K 2317/14 20130101+C07K 2317/41 20130101+C07K 2317/732 20130101+C12N 2310/20 20170501+C12N 2800/80 20130101,26.0,,,2016,5,2016-05,2
12449901,20180171360,2018-06-21,2018-02-02,C12N 9/22 20130101+C12N 15/907 20130101+C12N 15/102 20130101+C12N 15/111 20130101+C12Y 301/30 20130101+C12N 2310/10 20130101+C12N 2310/20 20170501,5.0,,,2018,2,2018-02,1
12449927,20180171361,2018-06-21,2018-02-05,C12N 15/907 20130101+C12N 15/11 20130101+C12N 9/22 20130101+C12N 7/00 20130101+C12N 2310/20 20170501+C12N 2800/80 20130101+C12N 2740/10062 20130101,3.0,,,2018,2,2018-02,1
12454320,20180179521,2018-06-28,2016-06-29,C12N 15/11 20130101+C12N 9/96 20130101+C12N 9/22 20130101+C12N 15/907 20130101+C12N 7/00 20130101+C12N 2310/20 20170501+C12N 2310/3341 20130101+C12N 2310/31 20130101+C12N 2310/315 20130101+C12N 2310/344 20130101+C12N 2310/3231 20130101+C12N 2310/321 20130101+C12N 2310/351 20130101+C12N 2800/80 20130101+A61K 48/00 20130101+C12N 2750/14343 20130101+C12N 2740/15043 20130101+A61K 38/00 20130101,4.0,,,2016,6,2016-06,2
12456656,20180177736,2018-06-28,2017-12-22,C12N 15/88 20130101+C12N 15/90 20130101+C12N 2800/90 20130101+A61K 38/185 20130101+A61K 38/22 20130101+C12N 15/907 20130101+A61K 9/4816 20130101+A61K 9/4808 20130101+A61K 2035/126 20130101+A61K 48/00 20130101+A61K 9/4866 20130101,2.0,,,2017,12,2017-12,4
12457462,20180179547,2018-06-28,2018-02-02,C12N 2310/20 20170501+C12N 15/746 20130101+C12N 15/907 20130101+C12N 2800/101 20130101+C12N 2310/531 20130101+C12N 2310/3519 20130101+C12N 9/22 20130101+C12N 15/85 20130101+C12N 15/8509 20130101+C12N 15/74 20130101+C12N 15/70 20130101+C12N 15/63 20130101+C12N 15/1082 20130101+C12N 15/113 20130101,6.0,,,2018,2,2018-02,1
12457515,20180179522,2018-06-28,2018-02-06,C12N 15/11 20130101+C07K 14/47 20130101+C12N 15/907 20130101+A61K 31/551 20130101+A61K 31/519 20130101+A61K 31/4985 20130101+A61K 31/5513 20130101+A61K 31/506 20130101+A61K 31/58 20130101+A61K 31/4545 20130101+C12N 2310/20 20170501+C12N 2800/80 20130101+A61K 48/00 20130101,7.0,,,2018,2,2018-02,1
12458804,20180179501,2018-06-28,2016-02-12,C12N 9/22 20130101+C07K 14/005 20130101+C12N 7/00 20130101+C12N 15/11 20130101+C12N 15/907 20130101+A61K 38/00 20130101+C07K 2319/735 20130101+C12N 2750/14122 20130101+C12N 2750/14121 20130101+C12N 2310/20 20170501+A61K 48/005 20130101,3.0,,,2016,2,2016-02,1
12460769,20180187173,2018-07-05,2015-09-16,C12N 9/22 20130101+C12N 15/907 20130101+A61K 35/28 20130101+A61K 48/005 20130101+C12N 15/11 20130101+C12N 2510/00 20130101+C12N 2800/80 20130101+C12N 2310/20 20170501,3.0,,,2015,9,2015-09,3
12461851,20180184629,2018-07-05,2016-06-16,A01K 67/0275 20130101+A61K 49/0008 20130101+C12N 15/907 20130101+A01K 2227/105 20130101+A01K 2267/0387 20130101+A01K 2217/07 20130101,4.0,,,2016,6,2016-06,2
12463026,20180187186,2018-07-05,2016-06-29,C12N 15/11 20130101+A61K 48/005 20130101+C12N 9/22 20130101+C12N 9/96 20130101+C12N 15/907 20130101+C12N 2310/20 20170501+C12N 2800/80 20130101+C12N 2310/322 20130101,3.0,,,2016,6,2016-06,2
12463497,20180187195,2018-07-05,2017-12-07,C12N 2310/20 20170501+C12N 2310/14 20130101+C12P 19/34 20130101+C12N 15/902 20130101+C12N 2310/12 20130101+C12N 2310/531 20130101+C12N 2800/80 20130101+C12N 2320/00 20130101+C12N 9/22 20130101+C12N 15/907 20130101+C12N 15/102 20130101+C12N 15/113 20130101+C12Q 1/6811 20130101+C12N 2310/3513 20130101,7.0,,,2017,12,2017-12,4
12463515,20180185516,2018-07-05,2017-12-08,A61K 48/0008 20130101+C12N 15/11 20130101+C12N 9/22 20130101+C12N 15/907 20130101+A61K 35/76 20130101+A61K 9/5123 20130101+C12N 2800/80 20130101+C12N 2310/20 20170501,10.0,,,2017,12,2017-12,4
12465126,20180187215,2018-07-05,2018-02-07,A01K 67/0276 20130101+A01K 2217/203 20130101+A01K 2227/105 20130101+C12N 2310/20 20170501+A01K 67/0278 20130101+C12N 15/907 20130101+C12N 9/96 20130101+C12N 9/22 20130101+C12N 15/11 20130101+C12N 15/8509 20130101+A01K 2217/058 20130101,3.0,,,2018,2,2018-02,1
12470475,20180195089,2018-07-12,2017-12-14,C12N 15/907 20130101+C12N 15/102 20130101+C12N 2310/3519 20130101+C12P 19/34 20130101+C12N 15/11 20130101+C12Q 1/686 20130101,6.0,,,2017,12,2017-12,4
12472079,20180194821,2018-07-12,2018-02-20,G01N 33/5041 20130101+C07K 14/4702 20130101+A61K 35/12 20130101+C12N 2510/00 20130101+C12N 5/16 20130101+C12N 15/907 20130101+C12Q 1/00 20130101+C07K 16/18 20130101+C07H 21/04 20130101+C12N 15/63 20130101,4.0,,,2018,2,2018-02,1
12476251,20180201912,2018-07-19,2016-07-14,C12N 5/00 20130101+C12N 9/50 20130101+C12N 2310/20 20170501+C12N 9/22 20130101+C12N 2800/80 20130101+C12N 15/11 20130101+C12N 15/85 20130101+C12N 15/907 20130101+C12N 9/96 20130101,4.0,,,2016,7,2016-07,3
12477836,20180200388,2018-07-19,2018-01-08,C12N 15/63 20130101+C12N 15/85 20130101+C12N 2750/14133 20130101+C12N 15/907 20130101+A61K 48/0066 20130101+C12N 2750/14143 20130101+C12N 2310/20 20170501+C07K 2319/60 20130101+C12N 2830/85 20130101+C12N 15/1138 20130101+C12N 2310/10 20130101+C12N 2330/51 20130101+C12N 15/111 20130101+C07K 2319/10 20130101,2.0,,,2018,1,2018-01,1
12478929,20180201955,2018-07-19,2018-01-25,C07K 2319/81 20130101+C12N 15/1082 20130101+C12N 15/907 20130101+C12N 2800/30 20130101+C12Y 301/21004 20130101+C07K 14/43595 20130101+C07K 14/435 20130101+C12N 2800/10 20130101+C12N 15/113 20130101+C12N 9/22 20130101,5.0,,,2018,1,2018-01,1
12479150,20180200332,2018-07-19,2018-03-09,A61K 48/00 20130101+C07K 14/47 20130101+C07K 2319/00 20130101+A61K 38/1709 20130101+C07K 2319/81 20130101+C12N 15/907 20130101+A61K 38/00 20130101+C07K 2319/71 20130101,3.0,,,2018,3,2018-03,1
12479542,20180201913,2018-07-19,2018-03-12,C12N 15/907 20130101+C12N 9/96 20130101+C12N 9/22 20130101+C12N 15/902 20130101+C12N 15/102 20130101+C12N 2310/3519 20130101+C12N 2310/51 20130101+C12N 2310/20 20170501+C12N 15/113 20130101,2.0,,,2018,3,2018-03,1
12480626,20180201956,2018-07-19,2018-03-23,C12N 2310/20 20170501+C12N 9/22 20130101+C12N 9/96 20130101+C12N 15/102 20130101+C12N 15/63 20130101+C12N 15/907 20130101+C12N 2810/10 20130101+C12N 15/113 20130101+C12N 15/11 20130101,3.0,,,2018,3,2018-03,1
12486810,20180208931,2018-07-26,2018-03-19,C12N 15/102 20130101+C12N 2310/33 20130101+C12N 15/111 20130101+C12N 2310/11 20130101+C12N 2310/13 20130101+C12N 2310/3519 20130101+C12N 2310/531 20130101+C12N 9/22 20130101+C12N 15/113 20130101+C12N 15/907 20130101+C12Y 301/04 20130101+C12N 15/90 20130101+C12N 15/70 20130101+C12N 15/746 20130101+C12N 15/902 20130101+C12N 2800/80 20130101+C12N 2310/20 20170501+A61K 38/465 20130101+A61K 48/00 20130101+C12N 2310/14 20130101+C12N 2310/31 20130101+C12N 2310/32 20130101+C12N 15/63 20130101,4.0,,,2018,3,2018-03,1
12489710,20180214452,2018-08-02,2016-03-07,A61P 25/08 20180101+C12Q 2600/156 20130101+A01K 67/0276 20130101+A61K 31/436 20130101+A61K 31/4375 20130101+A61K 31/497 20130101+A61K 31/519 20130101+A61K 31/5377 20130101+C12Q 1/6883 20130101+C12N 15/85 20130101+C12N 15/907 20130101+G01N 33/68 20130101+A01K 2217/075 20130101+A01K 2227/105 20130101+A01K 2267/0356 20130101+A01K 67/027 20130101,6.0,,,2016,3,2016-03,1
12491505,20180216135,2018-08-02,2016-08-22,C12N 9/22 20130101+C12N 15/111 20130101+C07K 2319/00 20130101+C12N 2310/10 20130101+C12N 15/63 20130101+C12N 2310/20 20170501+C07K 2319/80 20130101+C07K 2319/81 20130101+C12N 15/113 20130101+C12N 15/907 20130101,3.0,,,2016,8,2016-08,3
12492240,20180216084,2018-08-02,2018-01-19,C12Q 1/32 20130101+C12N 2310/20 20170501+C12Q 1/6876 20130101+C12Q 2600/118 20130101+C12Q 2600/158 20130101+C12Y 101/01051 20130101+C12N 15/11 20130101+C12N 9/96 20130101+C12N 9/22 20130101+A61K 48/00 20130101+A61K 38/465 20130101+C12N 2800/80 20130101+A61P 1/16 20180101+A61K 47/61 20170801+C12N 2800/24 20130101+C12N 15/907 20130101+C12N 15/85 20130101+A61K 38/443 20130101+C12N 9/0006 20130101+C12Q 1/6883 20130101+C12Y 101/01062 20130101+C12N 15/1137 20130101+C12N 2310/14 20130101+C12N 2310/531 20130101+C12N 2320/34 20130101+C12Q 2600/156 20130101+C12Q 1/6827 20130101,9.0,,,2018,1,2018-01,1
12492254,20180216104,2018-08-02,2018-01-19,C12Q 1/32 20130101+C12N 2310/20 20170501+C12Q 1/6876 20130101+C12Q 2600/118 20130101+C12Q 2600/158 20130101+C12Y 101/01051 20130101+C12N 15/11 20130101+C12N 9/96 20130101+C12N 9/22 20130101+A61K 48/00 20130101+A61K 38/465 20130101+C12N 2800/80 20130101+A61P 1/16 20180101+A61K 47/61 20170801+C12N 2800/24 20130101+C12N 15/907 20130101+C12N 15/85 20130101+A61K 38/443 20130101+C12N 9/0006 20130101+C12Q 1/6883 20130101+C12Y 101/01062 20130101+C12N 15/1137 20130101+C12N 2310/14 20130101+C12N 2310/531 20130101+C12N 2320/34 20130101+C12Q 2600/156 20130101+C12Q 1/6827 20130101,11.0,,,2018,1,2018-01,1
12493832,20180214490,2018-08-02,2018-03-23,A61K 38/46 20130101+A61K 38/465 20130101+A61K 48/00 20130101+A61K 35/28 20130101+C12N 9/22 20130101+C12N 15/907 20130101+C07K 2319/81 20130101+A61K 48/005 20130101,1.0,,,2018,3,2018-03,1
12493902,20180216088,2018-08-02,2018-03-26,C07K 2319/71 20130101+C12N 9/16 20130101+C12N 15/902 20130101+C12N 9/22 20130101+C12Y 301/00 20130101+C12N 15/907 20130101+C12N 2800/22 20130101+C12Y 305/01098 20130101+C12Y 114/11 20130101+C12Y 201/01043 20130101+C12Y 203/01048 20130101+C12N 15/90 20130101+C07K 2319/00 20130101,3.0,,,2018,3,2018-03,1
12493993,20180216136,2018-08-02,2018-03-26,C12N 2750/14143 20130101+C12N 15/907 20130101,2.0,,,2018,3,2018-03,1
12494062,20180214485,2018-08-02,2018-03-26,A61K 35/26 20130101+C12N 15/87 20130101+A61K 39/0011 20130101+A61K 2039/5156 20130101+C12N 2740/16043 20130101+C12N 2501/515 20130101+C12N 2510/00 20130101+C12N 15/86 20130101+C12N 15/907 20130101+A61K 2039/5158 20130101,9.0,,,2018,3,2018-03,1
12500750,20180223313,2018-08-09,2018-04-02,C07K 7/645 20130101+C12Y 502/01008 20130101+C12N 15/102 20130101+C12N 15/86 20130101+C12N 15/907 20130101+C07K 2319/00 20130101+C12N 2740/15011 20130101+C12N 2740/15023 20130101+C12N 2740/15032 20130101+C12N 2740/15043 20130101+C12N 2740/16011 20130101+C12N 2740/16023 20130101+C12N 2740/16041 20130101+C12N 2740/16043 20130101+C12N 2800/80 20130101+C12N 2740/15041 20130101+C12N 2740/16031 20130101+C07K 14/155 20130101+C12N 2310/20 20170501+C07K 14/4717 20130101+C12N 9/90 20130101+C12N 15/11 20130101+C12N 2740/15042 20130101+C12N 9/22 20130101,3.0,,,2018,4,2018-04,2
12503861,20180230494,2018-08-16,2015-10-01,C12N 15/102 20130101+C12N 15/63 20130101+C07K 2319/00 20130101+C12N 2310/20 20170501+C12N 15/907 20130101+C12N 2800/80 20130101+C12N 9/22 20130101+C07K 2319/80 20130101+C07K 2319/095 20130101+C07K 2319/09 20130101+C12N 15/11 20130101,6.0,,,2015,10,2015-10,4
12507850,20180230495,2018-08-16,2018-04-06,C12N 15/102 20130101+C12N 2310/33 20130101+C12N 15/111 20130101+C12N 2310/11 20130101+C12N 2310/13 20130101+C12N 2310/3519 20130101+C12N 2310/531 20130101+C12N 9/22 20130101+C12N 15/113 20130101+C12N 15/907 20130101+C12Y 301/04 20130101+C12N 15/90 20130101+C12N 15/70 20130101+C12N 15/746 20130101+C12N 15/902 20130101+C12N 2800/80 20130101+C12N 2310/20 20170501+A61K 38/465 20130101+A61K 48/00 20130101+C12N 2310/14 20130101+C12N 2310/31 20130101+C12N 2310/32 20130101+C12N 15/63 20130101,4.0,,,2018,4,2018-04,2
12507851,20180230496,2018-08-16,2018-04-06,C12N 15/102 20130101+C12N 2310/33 20130101+C12N 15/111 20130101+C12N 2310/11 20130101+C12N 2310/13 20130101+C12N 2310/3519 20130101+C12N 2310/531 20130101+C12N 9/22 20130101+C12N 15/113 20130101+C12N 15/907 20130101+C12Y 301/04 20130101+C12N 15/90 20130101+C12N 15/70 20130101+C12N 15/746 20130101+C12N 15/902 20130101+C12N 2800/80 20130101+C12N 2310/20 20170501+A61K 38/465 20130101+A61K 48/00 20130101+C12N 2310/14 20130101+C12N 2310/31 20130101+C12N 2310/32 20130101+C12N 15/63 20130101,4.0,,,2018,4,2018-04,2
12507853,20180230497,2018-08-16,2018-04-06,C12N 2310/20 20170501+C12N 9/22 20130101+C12N 15/902 20130101+C12N 15/746 20130101+C12N 15/70 20130101+C12N 15/90 20130101+C12Y 301/04 20130101+C12N 15/907 20130101+C12N 2310/531 20130101+C12N 2310/3519 20130101+C12N 2310/13 20130101+C12N 2310/11 20130101+C12N 15/111 20130101+C12N 15/63 20130101+C12N 15/102 20130101+C12N 15/113 20130101+C12N 2800/80 20130101,4.0,,,2018,4,2018-04,2
12510885,20180237797,2018-08-23,2016-03-29,C12N 2521/00 20130101+C12N 2510/00 20130101+C12N 2506/11 20130101+C12N 2501/145 20130101+C12N 15/907 20130101+C12Y 207/10002 20130101+C12N 5/0644 20130101+C07K 14/82 20130101+C07K 14/4728 20130101+A61K 35/19 20130101+A61K 9/0019 20130101+C12N 9/12 20130101+C12N 15/85 20130101+C12N 15/63 20130101+C12N 5/0647 20130101+C12N 2501/727 20130101+C12N 2506/45 20130101,1.0,,,2016,3,2016-03,1
